,0
256,-5.7005227976605015
257,-3.3195444443505724
258,-3.9629853141785487
259,-4.864857311096857
260,-4.353799627942886
261,-5.471438011402267
262,-4.956797845022584
263,-4.866190473623187
264,-4.959802890643132
265,-5.272447883059663
266,-4.591469890867182
267,-5.11024501707808
268,-5.158987443234472
269,-5.055080990319751
270,-5.544197946151412
271,-3.140185858046097
272,-4.960066851627754
273,-4.442525789055112
274,-4.307060813953605
275,-4.757382517516661
276,-3.708584532503508
277,-4.269987483738522
278,-4.119897980537966
279,-5.132392491526525
280,-4.117702776681163
281,-3.9983367454191447
282,-4.003831475542152
283,-5.182606854492072
284,-4.432271097578863
285,-5.260873732702258
286,-4.526695575650836
287,-4.653842412081773
288,-4.27537064036006
289,-3.8202269261657187
290,-5.009830846013781
291,-4.078033858170022
292,-4.7319582390874215
293,-4.776176045636081
294,-4.835398442682703
295,-4.735128316406822
296,-5.729365177895052
297,-4.8132814238440735
298,-4.745419248122619
299,-5.739233423157356
300,-5.130854518752321
301,-4.431256159685577
302,-4.643284449131854
303,-4.549621231212368
304,-5.458031024996454
305,-4.091199334701419
306,-4.488084056948517
307,-4.473394843219904
308,-4.203960855588826
309,-5.370753552388055
310,-4.777801978879999
311,-4.575773860247708
312,-4.939352215625517
313,-4.28176392160923
314,-4.779792057237437
315,-5.463850548393846
316,-5.285326568760307
317,-5.32928980429186
318,-4.948068257178639
319,-5.067200944723811
320,-4.669294272599743
321,-5.109914733331534
322,-4.3112379672750745
323,-5.2650202153102414
324,-3.8056332779396835
325,-4.600179422319346
326,-4.539035069130508
327,-5.406371283304306
328,-5.753277867730478
329,-5.724653841954037
330,-5.209012349384873
331,-4.019793252029799
332,-4.783708317066883
333,-4.238633729763911
334,-4.181717267338389
335,-4.8214764519898985
336,-4.000447631503843
337,-4.970862773985904
338,-4.1803069162004896
339,-4.426878849151075
340,-4.139961606810676
341,-3.5000959699057788
342,-4.648322700377527
343,-5.658948561382195
344,-4.820488531732499
345,-4.007793113270017
346,-3.441611470538451
347,-3.4159520393870726
348,-5.718955308197977
349,-4.227319716559601
350,-4.544390497072378
351,-4.8741019937471135
352,-5.400661928179589
353,-4.688355398982446
354,-4.385040025207351
355,-4.474124516428797
356,-4.712485740202931
357,-5.036811535310959
358,-4.6623953573636365
359,-5.032308689259608
360,-4.997767287485557
361,-4.2369337116203765
362,-4.312544299544009
363,-4.5089922937737335
364,-5.979322320036802
365,-5.33534716356619
366,-4.385406741786965
367,-5.7518722935974775
368,-5.786674822741812
369,-4.456954336199249
370,-5.414916200057341
371,-4.983571354285732
372,-4.3029561196956685
373,-4.790292238632961
374,-4.401027953538097
375,-4.908430750327033
376,-5.458700050928197
377,-4.756154067010937
378,-5.161731448599215
379,-4.2256134867744635
380,-5.014631129506005
381,-4.789832832714321
382,-4.240709042918276
383,-5.462962096334235
384,-5.380766458302737
385,-4.286031899683081
386,-4.720585753075484
387,-5.765172255538427
388,-3.7033240399023035
389,-4.094138134326883
390,-5.542100665841724
391,-6.225573743469458
392,-4.090969423194363
393,-3.7342484750364293
394,-4.275558481168799
395,-3.822692239980975
396,-4.106454924813263
397,-3.89242235073017
398,-4.850515304559788
399,-4.617402429132056
400,-4.029613112324347
401,-5.990630235012269
402,-5.626665866900968
403,-5.188764977263255
404,-4.084566208890979
405,-4.463623473752802
406,-4.649646040443072
407,-4.067598231915856
408,-4.811593508706277
409,-4.827566690120825
410,-5.242043302145976
411,-5.3893094010674085
412,-3.9812578935932272
413,-5.324046844283959
414,-4.2833239395028935
415,-5.665221799922921
416,-5.600774857052294
417,-3.8369650540184295
418,-5.401936743617611
419,-4.042291919495562
420,-4.860413172487828
421,-4.817572330212074
422,-5.200068442325994
423,-5.141454740645023
424,-4.974253565271542
425,-5.213626188871469
426,-4.691298010003115
427,-3.9863164031320495
428,-4.4439459786361475
429,-4.3739329322247
430,-3.819578415497776
431,-4.257758365112025
432,-5.24533796183196
433,-4.724771421612001
434,-5.645711099075536
435,-4.4778966400231175
436,-3.8776101383596058
437,-4.147528300295457
438,-3.8779302540240836
439,-4.543411353376635
440,-4.027155764454356
441,-4.215420664216636
442,-3.9643092572998384
443,-5.054562447145976
444,-5.0428937823262325
445,-4.849477282812164
446,-4.37813751979807
447,-3.7600392307963126
448,-4.338307322758794
449,-4.76772363255691
450,-4.1279671747424524
451,-5.297673080406733
452,-5.0934578526242795
453,-5.000719429301244
454,-4.530654943897822
455,-5.185885939503348
456,-4.272891772627001
457,-5.152228541259061
458,-5.172025264516908
459,-4.157253124392356
460,-4.443678984646197
461,-5.379779761678349
462,-4.534040359269507
463,-5.209453973870939
464,-4.228068800264705
465,-5.575124494100312
466,-4.049760817176451
467,-5.200377720702945
468,-4.1787779438119825
469,-4.507933055754806
470,-5.268060819596613
471,-4.135236726416301
472,-4.809830859462287
473,-4.74833972118655
474,-4.750220043396227
475,-5.005959157229458
476,-5.277433167990907
477,-4.974830049309167
478,-5.417121657699231
479,-4.192273124055716
480,-3.9767540455398063
481,-3.2469202646143467
482,-5.07590093655704
483,-4.4969511544348455
484,-4.228587464523187
485,-3.6873951117629753
486,-4.833303538658493
487,-4.301261226874911
488,-4.571040883747733
489,-3.5711364597448987
490,-4.02536785280354
491,-4.628257001933449
492,-4.211801972433652
493,-4.190372266920686
494,-4.124880002568006
495,-5.018541254595919
496,-4.479723379818709
497,-4.104533174484686
498,-4.937342465474604
499,-5.505294230851959
500,-5.3433292351244495
501,-4.661978342090503
502,-4.163987296317011
503,-4.218516331355354
504,-3.6144066919764573
505,-4.141983874702404
506,-4.215489350749466
507,-5.575391810342093
508,-5.257449111544824
509,-4.70491769329245
510,-5.247183193644674
511,-5.174258882884144
512,-4.726824475388728
513,-3.6902916012197458
514,-5.008492976067284
515,-5.853240799973248
516,-4.489627237991544
517,-5.002056272198039
518,-4.676861661370084
519,-4.860664538158973
520,-5.550668020148087
521,-4.346777470593183
522,-4.336230350383458
523,-4.556892468425303
524,-5.574753117773173
525,-4.016257986718569
526,-4.046590522395055
527,-4.144676573949637
528,-5.532523749725533
529,-3.823375666432714
530,-4.53509731248253
531,-4.462935312293155
532,-4.519853185512295
533,-4.162662750703578
534,-5.751667593873585
535,-5.1872583322498835
536,-4.298575541666252
537,-4.036348048080909
538,-4.961337095086605
539,-4.522272822567811
540,-5.399021497032141
541,-4.741374985287778
542,-5.6350930088170985
543,-4.388615779797257
544,-4.556376820470626
545,-4.564716431944961
546,-3.608469641339598
547,-4.721192371075083
548,-5.502630769272082
549,-4.276578163744964
550,-4.37317681553075
551,-5.610872552705851
552,-4.6809620485767445
553,-5.123218068918732
554,-3.7286703881470373
555,-4.066749786076433
556,-5.437935741933106
557,-4.086770549306956
558,-4.617588774308695
559,-3.951767135813968
560,-4.652818163668056
561,-4.43726403312288
562,-5.143753588394743
563,-4.595598092684075
564,-5.35771312110988
565,-4.577127348094389
566,-4.627484409321232
567,-4.549795900491322
568,-4.386341853950761
569,-4.865313905846923
570,-4.261481877292771
571,-5.3528152866305945
572,-5.178325807144166
573,-4.808613755430582
574,-5.375578647313571
575,-5.192326445910141
576,-4.759912292782808
577,-4.05364964940619
578,-4.247589832693716
579,-4.747200512244748
580,-5.200067892977767
581,-4.412412303849784
582,-5.419960205062979
583,-4.272440205764749
584,-4.20850165126277
585,-4.422426117217827
586,-4.795355568451956
587,-5.297203922315051
588,-5.355343397433429
589,-5.638127583927767
590,-4.329888867990182
591,-5.540564112695596
592,-5.456752047705641
593,-4.7004212312035065
594,-4.619205787880871
595,-4.299798305613705
596,-3.9894598422199303
597,-3.8885807751670463
598,-4.434779608254565
599,-4.4017962165798235
600,-4.5884174352619596
601,-4.991530480329493
602,-4.415239519670299
603,-5.2720793385116815
604,-5.018397060450089
605,-4.550377309008765
606,-5.3210372059941475
607,-4.397858249300914
608,-3.8542640110106237
609,-4.992871180440223
610,-4.538014291430567
611,-4.325118892911938
612,-4.393436934978212
613,-4.509291796078124
614,-4.479504616046364
615,-4.44020530850589
616,-5.474098382002713
617,-4.854590896176212
618,-4.549579246757928
619,-4.722693613117114
620,-4.121762845466744
621,-4.325576868566068
622,-4.373168935973541
623,-4.823068396777413
624,-4.105365443899543
625,-4.417005915719722
626,-4.332823844413832
627,-4.7400997712082535
628,-5.550379446710051
629,-5.115408236894097
630,-4.705092955669809
631,-4.659003282856209
632,-4.7860734743013005
633,-4.441718861600056
634,-4.369693960112026
635,-4.793437052654234
636,-4.596871414207422
637,-4.789397895484429
638,-5.036491844378932
639,-4.825286863148151
640,-4.4056891655745325
641,-5.132681808337337
642,-5.082975619208803
643,-5.058949897820847
644,-5.345048954784699
645,-4.0645991611252414
646,-4.665100920378755
647,-5.249036551942176
648,-4.8069161666862685
649,-5.403690466651512
650,-4.460357950406119
651,-4.2656033290376385
652,-5.212550876657527
653,-3.7728810436244764
654,-5.0411707432846224
655,-4.955244361012456
656,-4.2767699818307126
657,-4.926707167865818
658,-4.68415410709683
659,-5.057129263292624
660,-5.61329362452118
661,-4.645707298720934
662,-4.705256973990149
663,-4.524966268208581
664,-4.181171148425632
665,-4.76435240520401
666,-4.564841772320945
667,-4.956886484190973
668,-4.920186977383149
669,-5.398093859068013
670,-4.712923180187161
671,-4.507173457662224
672,-4.281791175121797
673,-4.546130593073469
674,-4.4783367058395145
675,-4.904612691110014
676,-4.253734344921367
677,-4.590089709124054
678,-4.242468324645795
679,-5.0171487036604
680,-5.370298646795543
681,-5.289166725890259
682,-5.111317415034341
683,-4.70008124446719
684,-5.030230197235287
685,-4.73938276967206
686,-5.402498875607555
687,-4.559062578338147
688,-5.3442906491840265
689,-4.84950319380519
690,-5.306326702343457
691,-4.508300745937367
692,-5.443276012038336
693,-4.556445575302399
694,-5.2456927769512305
695,-5.819131911925206
696,-5.152243347696973
697,-5.395734390054934
698,-4.572308535250449
699,-4.277827457344202
700,-3.653292126576088
701,-4.748316768738162
702,-5.410125021010724
703,-5.389861589832888
704,-4.722623364160805
705,-5.724186139574073
706,-5.414775008561218
707,-3.974896898181395
708,-3.909421895364836
709,-4.606202778967489
710,-4.837990912724798
711,-5.717224179328421
712,-5.490015904026216
713,-5.368314306733884
714,-5.206127579917041
715,-4.2577171436025365
716,-5.6592532199580585
717,-4.574665179931708
718,-4.560977831709725
719,-4.722979836775488
720,-4.645115049089432
721,-4.633561619332438
722,-4.665805538092425
723,-4.582251497112102
724,-4.728312623409713
725,-4.899437396981284
726,-4.910188298274074
727,-5.824516161253299
728,-4.307641247604329
729,-4.633092637824435
730,-4.44026193792927
731,-4.613760915473324
732,-4.484735392093034
733,-4.426767434833503
734,-4.8311993157016255
735,-5.325256237889171
736,-5.839598070416053
737,-4.857062864367665
738,-4.762651698741037
739,-4.429599534426059
740,-5.029797490405931
741,-5.020192824285641
742,-4.226798737665484
743,-4.93500732526909
744,-4.288372720554761
745,-4.871314668547467
746,-5.16533814228977
747,-5.271226986813557
748,-5.423847276196379
749,-5.1556163602564045
750,-4.946821204092729
751,-5.478499944955197
752,-5.26520591578946
753,-4.406964884419154
754,-4.877369268616216
755,-5.1428380569501515
756,-4.670455436164062
757,-4.450502472876898
758,-5.417290738159259
759,-4.698958684974583
760,-4.353307451820854
761,-5.241597654003564
762,-5.401859163960277
763,-4.926069267567984
764,-4.692470660588739
765,-4.838802354408813
766,-5.307352743175313
767,-4.417242169396171
768,-4.758761105205464
769,-4.918013235469153
770,-5.580260139642397
771,-5.45986026342186
772,-4.23901564556405
773,-5.0197784127173595
774,-4.62306077389079
775,-4.758055722194137
776,-4.876056884763472
777,-4.9623008098532235
778,-4.772358174576541
779,-4.743627464361104
780,-5.060117261680069
781,-4.512180908010077
782,-4.461803126162331
783,-4.828643477367114
784,-5.588673820700575
785,-4.002203057733391
786,-5.37901286988475
787,-4.787492816572809
788,-5.112121544866719
789,-5.678565757604274
790,-4.184598139817684
791,-5.409773155652934
792,-4.722434282380139
793,-5.32616599002026
794,-5.021261636562339
795,-4.71209013523996
796,-4.94640406530951
797,-5.291213740397991
798,-5.398764417499529
799,-5.4225589013448365
800,-4.1977742654909855
801,-4.600136847343164
802,-3.9291960961530026
803,-5.246814443612268
804,-4.835120689944478
805,-4.922815852169529
806,-5.451626749578291
807,-5.638588214330699
808,-4.384055020482246
809,-5.388929980940301
810,-4.549053594671978
811,-4.83971349606541
812,-5.208639652052896
813,-4.903649427499105
814,-4.685134640520054
815,-5.167893845531804
816,-5.252339993439428
817,-5.061090712290507
818,-4.922598019323099
819,-4.829953379809015
820,-5.0163247677609935
821,-4.940127075023525
